read_id	filename	sample_name	read_length	mean_quality	channel	read_number	start_time
8a09ee67-5ff7-4180-ae02-8891fc8914a9	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	371	11.12	424	6407	2022-11-09T11:13:02.753060+00:00
72c5f975-f491-4b54-84cd-b9ef7ca6e049	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	147	9.44	39	8568	2022-11-09T11:18:19.753060+00:00
f6ae1276-5b1a-54e6-b6d1-bdfe80b980fa	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	120	9.64	209	9848	2022-11-09T11:19:16.753060+00:00
cdf91557-3a4f-4195-bb8c-3a22bf47d932	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	798	14.48	495	14426	2022-11-09T11:27:19.753060+00:00
373b87b7-4859-4fd9-aa3a-2edc09b0840c	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	849	14.49	232	14035	2022-11-09T11:28:37.753060+00:00
99720f73-224e-4499-9ca2-1ade822f4942	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	190	10.12	406	15793	2022-11-09T11:33:08.753060+00:00
bd0881ed-ab9f-41ce-92a6-2764205e4fc7	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	178	9.55	12	17674	2022-11-09T11:33:12.753060+00:00
24bea20a-a6b9-4ac1-a227-9a435a617a94	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	180	9.45	469	20007	2022-11-09T11:38:03.753060+00:00
d4e90144-616e-4319-b812-fd51a0ada2e3	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	173	10.75	26	20752	2022-11-09T11:41:06.753060+00:00
1d021abd-b8b8-4c70-97bb-9b51159d9180	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	790	12.68	80	15595	2022-11-09T11:49:22.753060+00:00
a8ae604d-79a1-4201-9c8f-febd1cc838c5	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	427	11.13	207	28389	2022-11-09T11:51:47.753060+00:00
672deb6b-0376-4ed2-b055-2e4eb36ca54c	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	562	14.03	314	29073	2022-11-09T11:55:27.753060+00:00
8a8b3db9-541e-4f00-adf5-fa50743516c8	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	905	11.29	355	13898	2022-11-09T11:55:32.753060+00:00
fc49bf10-f799-5a9f-a370-30dc0f4033f1	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	107	9.81	395	30094	2022-11-09T11:57:45.753060+00:00
f37c0101-dc92-4c63-a1e1-b800ff5210a1	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	180	10.38	58	29112	2022-11-09T12:00:12.753060+00:00
36be9b3a-e31c-4b1d-b83e-8e1d8ebda349	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	832	13.16	386	28420	2022-11-09T12:02:08.753060+00:00
33aebed3-11ba-494d-95d8-c3a0695ce9af	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	175	9.70	291	31207	2022-11-09T12:04:02.753060+00:00
dda24805-e316-400b-ad7c-2bcf3e546a27	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	490	13.67	279	33454	2022-11-09T12:04:46.753060+00:00
3eab7b85-cbe7-54a4-aef3-142123a1cab9	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	102	11.39	243	26482	2022-11-09T12:08:00.753060+00:00
e9ad4f24-6eb4-4a7f-b459-1c169ab93104	barcode48/FAS85214_pass_barcode48_53d112c1_0.fastq.gz	barcode48	356	11.61	485	36523	2022-11-09T12:10:27.753060+00:00
